GROSS_LOAD,BURNER_POSITION,X_CORD,Y_CORD,Z_CORD,VELOCITY_SIN_BETA,LOC_IDENTIFIER
170,2356,0.86519998,0.57679999,70.9,1.2743074,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,0.86519998,70.9,1.9955016,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,1.1536,70.9,3.9614213,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,1.4419999,70.9,1.2318132,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,1.7304,70.9,2.3882365,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,2.0188,70.9,3.7564611,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,2.3072,70.9,1.0014839,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,2.5955999,70.9,0.83048761,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,2.8839998,70.9,1.2537442,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,3.1724,70.9,3.8602433,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,3.4607999,70.9,7.0618205,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,3.7491999,70.9,2.8250301,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,4.0376,70.9,1.9613512,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,4.3259997,70.9,1.7528138,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,4.6143999,70.9,1.9335189,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,4.9028001,70.9,1.4709862,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,5.1911998,70.9,0.95292252,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,5.4796,70.9,1.4757345,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,5.7679996,70.9,1.8638358,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,6.0563998,70.9,3.33079,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,6.3448,70.9,2.1277719,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,6.6331997,70.9,1.655389,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,6.9215999,70.9,2.2116544,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,7.21,70.9,2.3566215,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,7.4983997,70.9,1.832256,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,7.7867999,70.9,1.8574065,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,8.0752001,70.9,2.5922337,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,8.3635998,70.9,4.4437828,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,8.6519995,70.9,5.6805773,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,8.9404001,70.9,6.0295615,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,9.2287998,70.9,2.1023917,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,9.5171995,70.9,1.1769949,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,9.8056002,70.9,1.6327947,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,10.094,70.9,3.2428493,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,10.3824,70.9,2.639452,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,10.6708,70.9,1.9999137,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,10.9592,70.9,2.8408473,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,11.2476,70.9,3.5452809,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,11.535999,70.9,2.1287005,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,11.8244,70.9,1.1262534,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,12.1128,70.9,1.4786004,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,12.401199,70.9,2.0702615,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,12.6896,70.9,2.3516347,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,12.978,70.9,0.9367525,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,13.266399,70.9,1.240229,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,13.5548,70.9,1.3733586,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,13.8432,70.9,4.3423605,B1_RH1_H0_C1_T1_LOC1
170,2356,0.86519998,14.4,70.9,10.763715,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,0,70.9,1.1536,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,0.288399995,70.9,8.5301046,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,0.57679999,70.9,1.160974,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,0.86519998,70.9,4.3066669,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,1.1536,70.9,4.3018899,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,1.4419999,70.9,1.1802192,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,1.7304,70.9,3.3976343,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,2.0188,70.9,5.3215227,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,2.3072,70.9,2.6065617,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,2.5955999,70.9,2.0758793,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,2.8839998,70.9,2.0334339,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,3.1724,70.9,3.8681762,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,3.4607999,70.9,6.2697115,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,3.7491999,70.9,5.0476136,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.0376,70.9,3.7133501,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.3259997,70.9,2.5695741,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.6143999,70.9,1.5422883,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.9028001,70.9,2.4188035,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,5.1911998,70.9,2.1922371,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,5.4796,70.9,3.3090987,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,5.7679996,70.9,1.6788243,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.0563998,70.9,3.2300546,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.3448,70.9,2.9571905,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.6331997,70.9,1.0260469,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.9215999,70.9,1.4084179,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,7.21,70.9,1.9733945,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,7.4983997,70.9,3.323308,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,7.7867999,70.9,2.0241024,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.0752001,70.9,3.4391692,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.3635998,70.9,5.3013082,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.6519995,70.9,7.4255104,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.9404001,70.9,5.4955544,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,9.2287998,70.9,3.0453885,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,9.5171995,70.9,1.9110665,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,9.8056002,70.9,3.0272572,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.094,70.9,4.8692737,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.3824,70.9,6.4050674,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.6708,70.9,6.0627494,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.9592,70.9,6.681356,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,11.2476,70.9,5.1143217,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,11.535999,70.9,3.2694666,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,11.8244,70.9,2.5013347,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.1128,70.9,2.9501696,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.401199,70.9,3.8925653,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.6896,70.9,5.112464,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.978,70.9,1.855314,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,13.266399,70.9,1.3166471,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,13.5548,70.9,2.3432033,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,13.8432,70.9,5.267838,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,14.4,70.9,11.05754,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0,70.9,1.4419999,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0.288399995,70.9,8.486311,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0.57679999,70.9,1.4762515,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0.86519998,70.9,1.7669977,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,1.1536,70.9,2.2521241,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,1.4419999,70.9,1.3600782,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,1.7304,70.9,4.1863747,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.0188,70.9,4.437283,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.3072,70.9,2.652853,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.5955999,70.9,4.1065245,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.8839998,70.9,5.0941868,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,3.1724,70.9,4.011025,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,3.4607999,70.9,2.6207263,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,3.7491999,70.9,3.4189551,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.0376,70.9,4.6301675,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.3259997,70.9,6.5690665,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.6143999,70.9,4.3720393,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.9028001,70.9,3.7792261,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,5.1911998,70.9,4.7040124,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,5.4796,70.9,4.7309041,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,5.7679996,70.9,1.7817727,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.0563998,70.9,1.7434018,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.3448,70.9,2.0159481,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.6331997,70.9,2.6981747,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.9215999,70.9,1.5860002,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,7.21,70.9,2.281105,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,7.4983997,70.9,3.1287549,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,7.7867999,70.9,2.1687777,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.0752001,70.9,2.4296372,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.3635998,70.9,4.121069,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.6519995,70.9,3.3497629,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.9404001,70.9,3.92048,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,9.2287998,70.9,2.9994154,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,9.5171995,70.9,3.2636619,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,9.8056002,70.9,4.0461297,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.094,70.9,4.8630428,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.3824,70.9,6.8138485,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.6708,70.9,8.5653887,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.9592,70.9,8.164834,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,11.2476,70.9,4.2060061,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,11.535999,70.9,2.8428409,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,11.8244,70.9,2.6874223,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.1128,70.9,3.334785,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.401199,70.9,2.7173555,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.6896,70.9,3.4847295,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.978,70.9,5.6711483,B1_RH1_H0_C1_T1_LOC1
