DateTime,10UAI:AI370104.PNT,10UAI:AI370104.PNT.1,10UAI:AI370104.PNT.2,10QAI:AI310601.PNT,10LAI:AI211201.PNT,10LAI:AI211301.PNT,10LAI:AI211401.PNT,10UAI:AI370104.PNT.3,10UAI:AI370104.PNT.4,10UAI:AI370104.PNT.5,10MAI:AI230507.PNT,10MAI:AI230101.PNT,10MAI:AI230102.PNT,10TAI:AI351101.PNT,10SAI:AI330701.PNT,10PAI:AI305206.PNT,10MAI:AI230506.PNT,10MAI:AI230606.PNT,10MAI:AI230703.PNT,10TAI:AI364404.PNT,10TAI:AI364403.PNT,10TAI:AI364501.PNT,10TAI:AI364408.PNT,10TAI:AI364504.PNT,10TAI:AI364402.PNT,10QAI:AI311608.PNT,10MAI:AI232605.PNT,10QAI:AI311105.PNT,10QAI:AI311205.PNT,10QAI:AI311701.PNT,10QAI:AI311701.PNT.1,10QAI:AI311801.PNT,10QAI:AI311801.PNT.1,10QAI:AI311507.PNT,10QAI:AI311607.PNT,10QAI:AI311701.PNT.2,10QAI:AI311701.PNT.3,10QAI:AI311801.PNT.2,10QAI:AI311801.PNT.3,10QAI:AIR34306.PNT,10QAI:AIR34307.PNT,10QAI:AI310306.PNT,10QAI:AI310107.PNT,10UAI:AI370104.PNT.6,10UAI:AI370104.PNT.7,10UAI:AI370104.PNT.8
2016-09-01 00:00:00,570.964599609375,570.964599609375,570.964599609375,559.1497802734375,24.297657012939453,24.334571838378906,24.325197219848633,570.964599609375,570.964599609375,570.964599609375,0.9640625715255737,,0.08675859123468399,-85.38671875,-82.60546875,53.53329086303711,1008.3515625,1022.8828125,1013.4375,4.94140625,0.10175781697034836,3.225390672683716,,6.675976276397705,9.205547332763672,-0.01171875,0.58984375,38.6069145203,38.5546455383,0.13797655701637268,0.13797655701637268,0.1323281228542328,0.1323281228542328,0.19802343845367432,0.20131640136241913,0.13797655701637268,0.13797655701637268,0.1323281228542328,0.1323281228542328,0.0,,201.796875,216.57421875,570.964599609375,570.964599609375,570.964599609375
2016-09-01 01:00:00,513.4179077148438,513.4179077148438,513.4179077148438,553.1439819335938,23.087696075439453,23.131641387939453,23.114063262939453,513.4179077148438,513.4179077148438,513.4179077148438,0.8834688067436218,,4.068851947784424,-86.029296875,-83.7109375,50.72727966308594,1039.453125,1050.2578125,1037.296875,5.087890625,0.10214843600988388,3.40625,,6.607616901397705,9.18667984008789,0,0.591796875,37.931388855,37.8661346436,0.13797655701637268,0.13797655701637268,0.13201172649860382,0.13201172649860382,0.19904297590255737,0.2012929767370224,0.13797655701637268,0.13797655701637268,0.13201172649860382,0.13201172649860382,0.0,,200.443359375,216.392578125,513.4179077148438,513.4179077148438,513.4179077148438
2016-09-01 02:00:00,510.3666076660156,510.3666076660156,510.3666076660156,553.1192016601562,23.388282775878906,23.432228088378906,23.114063262939453,510.3666076660156,510.3666076660156,510.3666076660156,0.8673437833786011,,6.084860324859619,-86.89453125,-84.49609375,49.856903076171875,956.625,952.6640625,923.953125,7.6025390625,0.10820312798023224,3.4056642055511475,,5.904882907867432,9.242461204528809,0.05859375,0.59375,37.0999794006,37.0217437744,0.13835155963897705,0.13835155963897705,0.13260938227176666,0.13260938227176666,0.19880859553813934,0.20170313119888306,0.13835155963897705,0.13835155963897705,0.13260938227176666,0.13260938227176666,0.0,,200.654296875,216.984375,510.3666076660156,510.3666076660156,510.3666076660156
2016-09-01 03:00:00,507.3711242675781,507.3711242675781,507.3711242675781,553.0950317382812,23.088281631469727,23.130470275878906,23.117578506469727,507.3711242675781,507.3711242675781,507.3711242675781,0.866281270980835,,7.66513204574585,-87.029296875,-84.7109375,49.27231979370117,954.7734375,925.9453125,923.4375,7.607421875,0.115234375,3.402539014816284,,6.64453125,9.220585823059082,59.689453125,0.59375,36.7102546692,36.5930480957,0.1389140635728836,0.1389140635728836,0.1332656294107437,0.1332656294107437,0.19911327958106995,0.20308594405651093,0.1389140635728836,0.1389140635728836,0.1332656294107437,0.1332656294107437,0.0,,201.216796875,218.759765625,507.3711242675781,507.3711242675781,507.3711242675781
2016-09-01 04:00:00,455.72235107421875,455.72235107421875,455.72235107421875,547.06982421875,22.790626525878906,22.828125,22.8193359375,455.72235107421875,455.72235107421875,455.72235107421875,0.7709062695503235,,8.097646713256836,-87.080078125,-84.626953125,48.47988510131836,842.2734375,837.1875,820.078125,5.107421875,0.12167968600988388,3.603515625,,6.878320217132568,9.2085542678833,84.544921875,0.59375,36.6842651367,36.5800628662,0.1389492154121399,0.1389492154121399,0.13340625166893005,0.13340625166893005,0.19934765994548798,0.2037070393562317,0.1389492154121399,0.1389492154121399,0.13340625166893005,0.13340625166893005,0.0,,201.052734375,218.28515625,455.72235107421875,455.72235107421875,455.72235107421875
2016-09-01 05:00:00,459.6481018066406,459.6481018066406,459.6481018066406,559.0769653320312,22.490625381469727,22.525781631469727,22.516992568969727,459.6481018066406,459.6481018066406,459.6481018066406,0.7706562876701355,,9.205187797546387,-86.958984375,-85.453125,47.895301818847656,1077.8203125,1070.9296875,1068.984375,7.6171875,0.1162109375,3.8099610805511475,,6.520117282867432,9.23617172241211,2.244140625,0.87890625,36.6972694397,36.5930480957,0.13908983767032623,0.13908983767032623,0.1331484317779541,0.1331484317779541,0.1991601586341858,0.20316797494888306,0.13908983767032623,0.13908983767032623,0.1331484317779541,0.1331484317779541,0.0,,200.6484375,215.296875,459.6481018066406,459.6481018066406,459.6481018066406
2016-09-01 06:00:00,460.28070068359375,460.28070068359375,460.28070068359375,558.7549438476562,22.659961700439453,22.69921875,22.619531631469727,460.28070068359375,460.28070068359375,460.28070068359375,0.7738125324249268,,9.404914855957031,-87.23046875,-85.49609375,48.02519989013672,1071.8671875,1075.9921875,1068.984375,5.46875,0.11406250298023224,3.809375047683716,,6.584374904632568,9.226875305175781,0.01171875,0.611328125,36.8401679993,36.761932373,0.13958203792572021,0.13958203792572021,0.13349999487400055,0.13349999487400055,0.1992773413658142,0.20301562547683716,0.13958203792572021,0.13958203792572021,0.13349999487400055,0.13349999487400055,0.0,,201.76171875,216.0234375,460.28070068359375,460.28070068359375,460.28070068359375
2016-09-01 07:00:00,465.3041687011719,465.3041687011719,465.3041687011719,558.7205200195312,22.53925895690918,22.5791015625,22.53339958190918,465.3041687011719,465.3041687011719,465.3041687011719,0.7869063019752502,,9.387734413146973,-87.2421875,-85.4453125,48.27202606201172,943.6875,956.296875,939.9140625,10.1171875,0.11210937798023224,3.2054688930511475,,6.648632526397705,9.253945350646973,1.880859375,0.60546875,36.892124176,36.8528594971,0.13835155963897705,0.13835155963897705,0.1326328068971634,0.1326328068971634,0.19991016387939453,0.20301562547683716,0.13835155963897705,0.13835155963897705,0.1326328068971634,0.1326328068971634,0.0,,200.267578125,218.9296875,465.3041687011719,465.3041687011719,465.3041687011719
2016-09-01 08:00:00,464.7646179199219,464.7646179199219,464.7646179199219,560.3414306640625,22.596094131469727,22.634765625,22.592578887939453,464.7646179199219,464.7646179199219,464.7646179199219,0.7821562886238098,,9.604961395263672,-87.30078125,-85.712890625,48.02519989013672,919.359375,901.0546875,895.40625,7.6123046875,0.12285156548023224,2.4029297828674316,,6.629492282867432,9.028085708618164,-0.01171875,0.611328125,36.5803375244,36.5151062012,0.13904297351837158,0.13904297351837158,0.1329609453678131,0.1329609453678131,0.20060156285762787,0.20396484434604645,0.13904297351837158,0.13904297351837158,0.1329609453678131,0.1329609453678131,0.0,,200.70703125,216.779296875,464.7646179199219,464.7646179199219,464.7646179199219
2016-09-01 09:00:00,464.783203125,464.783203125,464.783203125,560.7532958984375,22.60078239440918,22.638282775878906,22.560352325439453,464.783203125,464.783203125,464.783203125,0.7822812795639038,,9.898371696472168,-87.552734375,-85.8515625,47.726417541503906,882.5859375,859.734375,845.0390625,5.419921875,0.10976562649011612,2.302539110183716,,6.629492282867432,9.018515586853027,25.74609375,0.611328125,36.4634246826,36.3851890564,0.1383984386920929,0.1383984386920929,0.13242188096046448,0.13242188096046448,0.2003203183412552,0.20282812416553497,0.1383984386920929,0.1383984386920929,0.13242188096046448,0.13242188096046448,0.0,,201.017578125,216.3515625,464.783203125,464.783203125,464.783203125
